matchday,team,opponent,xW,xD,xL,exp_pts,pts,played
1,Udinese,Como,0.2375428823765086,0.26924456865154156,0.49321254897194977,0.9818732157810673,1,1
1,Como,Udinese,0.49321254897194977,0.26924456865154156,0.2375428823765086,1.7488822155673907,1,1
1,Inter,Monza,0.8084854921393304,0.10711456988973768,0.08439993797093187,2.532571046307729,3,1
1,Monza,Inter,0.08439993797093187,0.10711456988973768,0.8084854921393304,0.3603143838025333,0,1
1,Genoa,Napoli,0.24795031787897132,0.2438404143390051,0.5082092677820236,0.9876913679759192,0,1
1,Napoli,Genoa,0.5082092677820236,0.2438404143390051,0.24795031787897132,1.768468217685076,3,1
1,Parma,Cagliari,0.469256643580574,0.33243235526218323,0.19831100115724276,1.7402022860039053,0,1
1,Cagliari,Parma,0.19831100115724276,0.33243235526218323,0.469256643580574,0.9273653587339115,3,1
1,Frosinone,Juventus,0.2383754923728613,0.29249376935396704,0.46913073827317164,1.007620246472551,0,1
1,Juventus,Frosinone,0.46913073827317164,0.29249376935396704,0.2383754923728613,1.699885984173482,3,1
1,Venezia,Lecce,0.29564244998744277,0.3009436157552713,0.40341393425728594,1.1878709657175994,0,1
1,Lecce,Venezia,0.40341393425728594,0.3009436157552713,0.29564244998744277,1.5111854185271292,3,1
1,Atalanta,Sassuolo,0.6350319845933157,0.2311158983462979,0.13385211706038644,2.136211852126245,3,1
1,Sassuolo,Atalanta,0.13385211706038644,0.2311158983462979,0.6350319845933157,0.6326722495274572,0,1
1,Torino,Milan,0.2514107631076424,0.2565779121558735,0.49201132473648396,1.0108102014788007,0,1
1,Milan,Torino,0.49201132473648396,0.2565779121558735,0.2514107631076424,1.7326118863653255,3,1
1,Bologna,Lazio,0.36909336222898875,0.32919716978085917,0.30170946799015214,1.4364772564678254,0,1
1,Lazio,Bologna,0.30170946799015214,0.32919716978085917,0.36909336222898875,1.2343255737513155,3,1
1,Roma,Fiorentina,0.7272254240521023,0.16986157369623925,0.1029130022516584,2.351537845852546,3,1
1,Fiorentina,Roma,0.1029130022516584,0.16986157369623925,0.7272254240521023,0.47860058045121445,0,1
2,Milan,Venezia,0.7600123257889337,0.13800211704120974,0.10198555716985655,2.418039094408011,3,1
2,Venezia,Milan,0.10198555716985655,0.13800211704120974,0.7600123257889337,0.44395878855077936,0,1
2,Sassuolo,Torino,0.47051072852449105,0.32046596486305745,0.20902330661245158,1.7319981504365307,3,1
2,Torino,Sassuolo,0.20902330661245158,0.32046596486305745,0.47051072852449105,0.9475358847004122,0,1
2,Monza,Udinese,0.2572351616512767,0.291131369850119,0.45163346849860436,1.062836854803949,0,1
2,Udinese,Monza,0.45163346849860436,0.291131369850119,0.2572351616512767,1.6460317753459321,3,1
2,Fiorentina,Frosinone,0.4964327882802049,0.31149036266279523,0.19207684905699995,1.8007887275034098,0,1
2,Frosinone,Fiorentina,0.19207684905699995,0.31149036266279523,0.4964327882802049,0.887720909833795,3,1
2,Juventus,Parma,0.6690406475957329,0.21531367515749295,0.11564567724677415,2.222435617944692,3,1
2,Parma,Juventus,0.11564567724677415,0.21531367515749295,0.6690406475957329,0.5622507068978153,0,1
2,Napoli,Como,0.35180322215047094,0.3413743604097083,0.3068224174398207,1.3967840268611211,0,1
2,Como,Napoli,0.3068224174398207,0.3413743604097083,0.35180322215047094,1.2618416127291705,3,1
